page,place_overall,place_gender,nombre,tiempo_neto,division,gender
4,,3321,"Pinheiro Amorim, Alvimar","Finish Gun
03:04:49",40-44,M
4,,3322,"Jones, Matt","Finish Gun
03:07:38",50-54,M
4,,3323,"Bonetti, Roberto","Finish Gun
03:10:08",55-59,M
4,,3324,"Wong, Hoi Wan","Finish Gun
03:07:44",50-54,M
4,,3325,"Ngo, Matthias","Finish Gun
03:04:53",18-39,M
4,,3326,"Clay, Michael","Finish Gun
03:05:07",18-39,M
4,,3327,"Deluca, Davio","Finish Gun
03:10:10",18-39,M
4,,3328,"Curiel, Luis","Finish Gun
03:08:12",40-44,M
4,,3329,"Weinberg, Matthew","Finish Gun
03:10:12",18-39,M
4,,3330,"Gaffney, Lukas","Finish Gun
03:09:49",18-39,M
4,,3331,"Mertz, Christopher","Finish Gun
03:11:06",50-54,M
4,,3332,"Noble, Andrew","Finish Gun
03:05:01",55-59,M
4,,3333,"Sullivan, Sean","Finish Gun
03:07:24",18-39,M
4,,3334,"England, Bryant","Finish Gun
03:05:06",18-39,M
4,,3335,"Brown, Mike","Finish Gun
03:09:54",50-54,M
4,,3336,"Rice, Eric","Finish Gun
03:06:39",18-39,M
4,,3337,"Nunes, Jairo","Finish Gun
03:10:19",45-49,M
4,,3338,"Chansky, Benjamin","Finish Gun
03:08:57",18-39,M
4,,3339,"Mendez, Abel","Finish Gun
03:05:33",45-49,M
4,,3340,"Lefebvre, Guillaume","Finish Gun
03:09:36",45-49,M
4,,3341,"Morgan, Philip","Finish Gun
03:06:47",18-39,M
4,,3342,"Kramer, David","Finish Gun
03:07:41",18-39,M
4,,3343,"Rössler, Reinhard","Finish Gun
03:05:25",50-54,M
4,,3344,"James, Chris","Finish Gun
03:12:26",18-39,M
4,,3345,"Lassince, Jean-Remy","Finish Gun
03:07:45",18-39,M
4,,3346,"Badavas, John","Finish Gun
03:05:45",18-39,M
4,,3347,"Valeri, Matteo","Finish Gun
03:09:32",40-44,M
4,,3348,"Rezende, Raphael","Finish Gun
03:09:44",18-39,M
4,,3349,"Dudov, Vitaly","Finish Gun
03:10:11",40-44,M
4,,3350,"Wacker, John","Finish Gun
03:05:27",18-39,M
4,,3351,"Martinez Balbuena, Emilio","Finish Gun
03:08:37",60-64,M
4,,3352,"Li, Po-Yi","Finish Gun
03:07:26",18-39,M
4,,3353,"Herbst, Adam","Finish Gun
03:05:26",18-39,M
4,,3354,"Leighton, Michael","Finish Gun
03:09:53",18-39,M
4,,3355,"Mchenry, Alex","Finish Gun
03:08:40",55-59,M
4,,3356,"Muirhead, Nathan","Finish Gun
03:10:05",40-44,M
4,,3357,"Smith, Dean","Finish Gun
03:08:15",18-39,M
4,,3358,"Heaney, Gerard","Finish Gun
03:06:05",18-39,M
4,,3359,"Winton, Dustin","Finish Gun
03:10:58",40-44,M
4,,3360,"Ruggieri, Carlo Alberto","Finish Gun
03:09:45",18-39,M
4,,3361,"Golubev, Iuri","Finish Gun
03:05:17",40-44,M
4,,3362,"Baxter, Colin","Finish Gun
03:05:47",18-39,M
4,,3363,"Xue, Yong","Finish Gun
03:13:10",60-64,M
4,,3364,"Addisu, Yared","Finish Gun
03:08:15",40-44,M
4,,3365,"Turner, Austin","Finish Gun
03:13:47",18-39,M
4,,3366,"Burkhard, Beat","Finish Gun
03:05:17",45-49,M
4,,3367,"Enger, Anders","Finish Gun
03:05:07",45-49,M
4,,3368,"Randall, Joey","Finish Gun
03:05:04",50-54,M
4,,3369,"Oreglia, Diego","Finish Gun
03:06:11",45-49,M
4,,3370,"Bourn, Ken","Finish Gun
03:09:03",45-49,M
4,,3371,"Muhaimin, Jamil","Finish Gun
03:10:01",18-39,M
4,,3372,"Schafer, Matt","Finish Gun
03:10:35",18-39,M
4,,3373,"Treviño Buenrostro, Ezequiel","Finish Gun
03:08:03",18-39,M
4,,3374,"Mulgrew, Bryan","Finish Gun
03:05:20",18-39,M
4,,3375,"Leiva Araya, Harold","Finish Gun
03:06:31",45-49,M
4,,3376,"Cordeiro, Danilo","Finish Gun
03:09:40",40-44,M
4,,3377,"Nixon, Colby","Finish Gun
03:07:43",18-39,M
4,,3378,"Carlsson, Patrick","Finish Gun
03:12:31",50-54,M
4,,3379,"Murguia, Ryan","Finish Gun
03:09:44",40-44,M
4,,3380,"Miles, William","Finish Gun
03:06:45",50-54,M
4,,3381,"Lillo, Julio","Finish Gun
03:08:54",50-54,M
4,,3382,"Saage, Martin","Finish Gun
03:10:11",45-49,M
4,,3383,"Kim, Taisuk","Finish Gun
03:05:56",18-39,M
4,,3384,"Garcia, Alex Sandro","Finish Gun
03:06:52",45-49,M
4,,3385,"Ziegler, Colton","Finish Gun
03:07:01",18-39,M
4,,3386,"Hogg, Guy","Finish Gun
03:05:11",40-44,M
4,,3387,"Gwizdala, Owen","Finish Gun
03:07:30",18-39,M
4,,3388,"Freedman, Alexandre","Finish Gun
03:08:54",45-49,M
4,,3389,"Riemer, Jacob","Finish Gun
03:07:03",18-39,M
4,,3390,"Struck, Dalton","Finish Gun
03:07:16",18-39,M
4,,3391,"Kinlaw, Louis","Finish Gun
03:11:41",40-44,M
4,,3392,"Rule, Trent","Finish Gun
03:05:26",18-39,M
4,,3393,"Patch, Jeremy","Finish Gun
03:11:10",40-44,M
4,,3394,"Churchill, Mark","Finish Gun
03:09:16",45-49,M
4,,3395,"Bergeron, Nicolas","Finish Gun
03:05:21",45-49,M
4,,3396,"Leya, Gregory","Finish Gun
03:08:29",18-39,M
4,,3397,"Bralow, Richard","Finish Gun
03:12:22",18-39,M
4,,3398,"Paiva, Jose","Finish Gun
03:10:13",55-59,M
4,,3399,"Strange, Casey","Finish Gun
03:10:14",60-64,M
4,,3400,"Hoffman, Leland","Finish Gun
03:07:41",18-39,M
4,,3401,"Rodriguez, Ismael","Finish Gun
03:08:27",55-59,M
4,,3402,"May, Jack","Finish Gun
03:06:32",50-54,M
4,,3403,"Hartley, Nicholas","Finish Gun
03:06:55",18-39,M
4,,3404,"Granato, Kevin","Finish Gun
03:11:00",45-49,M
4,,3405,"Steuben, Cory","Finish Gun
03:07:14",18-39,M
4,,3406,"Wong, Chi Leung","Finish Gun
03:05:19",45-49,M
4,,3407,"Costa, Marcsuel Ferreira","Finish Gun
03:07:46",18-39,M
4,,3408,"Bowron, Mark","Finish Gun
03:06:12",18-39,M
4,,3409,"Cherem Mizrahi, Allan","Finish Gun
03:10:32",40-44,M
4,,3410,"Bui, Jason","Finish Gun
03:13:30",40-44,M
4,,3411,"Desjardins, Amos","Finish Gun
03:12:55",40-44,M
4,,3412,"Derkach, Oleksiy","Finish Gun
03:10:08",40-44,M
4,,3413,"Lux, Eddy","Finish Gun
03:09:50",40-44,M
4,,3414,"Pardo, Enrique","Finish Gun
03:11:09",18-39,M
4,,3415,"Hoerner, Matthew","Finish Gun
03:06:19",18-39,M
4,,3416,"Flannigan, William","Finish Gun
03:13:18",50-54,M
4,,3417,"Filali, Adil","Finish Gun
03:05:41",40-44,M
4,,3418,"Hernandez, Rogelio","Finish Gun
03:08:55",50-54,M
4,,3419,"Syrek, Colin","Finish Gun
03:07:57",18-39,M
4,,3420,"Toor, Jack","Finish Gun
03:07:29",18-39,M
4,,3421,"Pednekar, Ashish","Finish Gun
03:10:04",18-39,M
4,,3422,"Candrea, Simion","Finish Gun
03:08:51",45-49,M
4,,3423,"Davis, Tyler","Finish Gun
03:07:47",18-39,M
4,,3424,"Miracle, Jeff","Finish Gun
03:13:17",45-49,M
4,,3425,"Turner, Curtis","Finish Gun
03:09:50",50-54,M
4,,3426,"Morales, Jorge","Finish Gun
03:06:14",45-49,M
4,,3427,"Vakulchyk, Anton","Finish Gun
03:10:01",18-39,M
4,,3428,"Díaz, José","Finish Gun
03:09:41",18-39,M
4,,3429,"Karmakar, Anubhav","Finish Gun
03:06:21",18-39,M
4,,3430,"Lastovica, Grant","Finish Gun
03:11:34",18-39,M
4,,3431,"Power, Kyle","Finish Gun
03:13:25",40-44,M
4,,3432,"Terwoord, Chris","Finish Gun
03:13:44",40-44,M
4,,3433,"Colon, Hector","Finish Gun
03:08:05",18-39,M
4,,3434,"Linde, Ladon","Finish Gun
03:07:11",18-39,M
4,,3435,"Kovalchick, Christopher","Finish Gun
03:06:55",40-44,M
4,,3436,"Moore, Robert","Finish Gun
03:12:25",55-59,M
4,,3437,"Gjoes, Espen","Finish Gun
03:09:51",50-54,M
4,,3438,"Beberus, Ryan","Finish Gun
03:10:05",18-39,M
4,,3439,"Stahl, Rick","Finish Gun
03:06:14",18-39,M
4,,3440,"Zechman, Justin","Finish Gun
03:12:04",40-44,M
4,,3441,"Parker, Christopher","Finish Gun
03:05:52",40-44,M
4,,3442,"Mckellar, Brent","Finish Gun
03:05:39",45-49,M
4,,3443,"Lundquist, Bryan","Finish Gun
03:09:47",18-39,M
4,,3444,"Ishikawa, Tomokazu","Finish Gun
03:09:02",45-49,M
4,,3445,"Flynn, Maxfield","Finish Gun
03:14:02",45-49,M
4,,3446,"Govatos, Aaron","Finish Gun
03:10:12",45-49,M
4,,3447,"Clabaugh, Griffin","Finish Gun
03:06:46",18-39,M
4,,3448,"Lee, K-Ming","Finish Gun
03:09:29",18-39,M
4,,3449,"Ford, Benjamin","Finish Gun
03:08:41",18-39,M
4,,3450,"Murphy, Thomas","Finish Gun
03:08:43",18-39,M
4,,3451,"Frost, Jared","Finish Gun
03:07:54",45-49,M
4,,3452,"Farina, Stefano","Finish Gun
03:05:57",40-44,M
4,,3453,"Notaro, Henry","Finish Gun
03:06:51",60-64,M
4,,3454,"Lopez, Leonardo","Finish Gun
03:09:19",18-39,M
4,,3455,"Biolchini, Christian","Finish Gun
03:07:49",18-39,M
4,,3456,"De Bruyne, Pieter","Finish Gun
03:09:29",18-39,M
4,,3457,"Roulier, Sebastien","Finish Gun
03:08:20",50-54,M
4,,3458,"Thesing, Brian","Finish Gun
03:08:42",18-39,M
4,,3459,"Portillo, Matthew","Finish Gun
03:09:10",18-39,M
4,,3460,"Wei, Chun Hao","Finish Gun
03:06:52",40-44,M
4,,3461,"Nicolas Gallego, Francisco","Finish Gun
03:09:15",50-54,M
4,,3462,"Watson, Nicholas","Finish Gun
03:06:07",45-49,M
4,,3463,"Jampol, Noah","Finish Gun
03:11:00",18-39,M
4,,3464,"Cepeda Perez, Alberto","Finish Gun
03:06:42",18-39,M
4,,3465,"Furukawa, Masaru","Finish Gun
03:06:07",40-44,M
4,,3466,"Geary, Michael","Finish Gun
03:10:46",18-39,M
4,,3467,"Bridgman, Alastair","Finish Gun
03:06:22",50-54,M
4,,3468,"Kroot, Travis","Finish Gun
03:10:46",18-39,M
4,,3469,"Coalmer, Chad","Finish Gun
03:12:03",40-44,M
4,,3470,"Walker, Sean","Finish Gun
03:06:22",18-39,M
4,,3471,"Alverson, Brandon","Finish Gun
03:07:59",18-39,M
4,,3472,"Henry, John","Finish Gun
03:11:19",45-49,M
4,,3473,"Macfarlane, Jarrod","Finish Gun
03:11:24",40-44,M
4,,3474,"Turner, Alan","Finish Gun
03:12:48",50-54,M
4,,3475,"Taylor, Brooks","Finish Gun
03:08:35",18-39,M
4,,3476,"Dallaire, Frederic","Finish Gun
03:10:19",18-39,M
4,,3477,"Wolf, Erik","Finish Gun
03:07:49",45-49,M
4,,3478,"Coronado, Placido","Finish Gun
03:06:14",60-64,M
4,,3479,"Qin, Lixin","Finish Gun
03:06:11",50-54,M
4,,3480,"Monroe, Justin","Finish Gun
03:11:29",45-49,M
4,,3481,"Bentaleb, Khalid","Finish Gun
03:07:28",45-49,M
4,,3482,"Rodriguez, Miguel","Finish Gun
03:09:32",50-54,M
4,,3483,"Hagan, Paul","Finish Gun
03:12:39",40-44,M
4,,3484,"Riegger, James","Finish Gun
03:07:47",18-39,M
4,,3485,"Zubko, Alex","Finish Gun
03:06:16",18-39,M
4,,3486,"Moher, Jonathan","Finish Gun
03:09:44",50-54,M
4,,3487,"Teeling, Jack","Finish Gun
03:06:57",45-49,M
4,,3488,"Crowley, Daniel","Finish Gun
03:05:54",18-39,M
4,,3489,"Boucher, Martin","Finish Gun
03:07:10",45-49,M
4,,3490,"Borel, Jake","Finish Gun
03:06:45",18-39,M
4,,3491,"Bulleri, Michael","Finish Gun
03:08:10",45-49,M
4,,3492,"Royston, J","Finish Gun
03:11:38",45-49,M
4,,3493,"Bartels, Matthew","Finish Gun
03:09:23",18-39,M
4,,3494,"Brown, Tommy","Finish Gun
03:05:53",45-49,M
4,,3495,"Popa, Cristian","Finish Gun
03:11:04",50-54,M
4,,3496,"Perdikakis, Efstratios","Finish Gun
03:07:42",45-49,M
4,,3497,"Dees, Michael","Finish Gun
03:06:43",18-39,M
4,,3498,"Hartz, Baptiste","Finish Gun
03:08:09",40-44,M
4,,3499,"Eller, Thomas","Finish Gun
03:06:07",40-44,M
4,,3500,"Harris, Keith","Finish Gun
03:10:32",40-44,M
4,,3501,"Pasko, Nick","Finish Gun
03:07:35",18-39,M
4,,3502,"Gagne, Greg","Finish Gun
03:11:30",40-44,M
4,,3503,"Lueking, Thomas","Finish Gun
03:06:56",18-39,M
4,,3504,"Chocooj, Juan Arnoldo","Finish Gun
03:06:29",45-49,M
4,,3505,"Weber, Jack","Finish Gun
03:06:17",40-44,M
4,,3506,"Valenzuela Castro, Ignacio","Finish Gun
03:05:56",40-44,M
4,,3507,"Sanchez, Pablo","Finish Gun
03:12:36",45-49,M
4,,3508,"Castellon, Anthony","Finish Gun
03:07:28",18-39,M
4,,3509,"Nandi, Rahul","Finish Gun
03:06:59",45-49,M
4,,3510,"Meigs, Tim","Finish Gun
03:07:07",55-59,M
4,,3511,"Castano, Neremiah Joakim","Finish Gun
03:13:30",40-44,M
4,,3512,"Chan, Garrett","Finish Gun
03:10:24",18-39,M
4,,3513,"Grooney, Ernest","Finish Gun
03:06:05",40-44,M
4,,3514,"Froehler, Daniel","Finish Gun
03:11:26",18-39,M
4,,3515,"Taute, Brock","Finish Gun
03:06:03",18-39,M
4,,3516,"Ivory, Marc","Finish Gun
03:07:04",50-54,M
4,,3517,"Fitch, Jon","Finish Gun
03:06:52",50-54,M
4,,3518,"Lanford, William","Finish Gun
03:07:02",45-49,M
4,,3519,"Svejkosky, Brian","Finish Gun
03:08:01",18-39,M
4,,3520,"Parekh, Anand","Finish Gun
03:07:00",50-54,M
4,,3521,"Anderson, Spencer","Finish Gun
03:11:25",18-39,M
4,,3522,"Clements, Aaron","Finish Gun
03:08:37",18-39,M
4,,3523,"Davidow, Peter","Finish Gun
03:09:13",18-39,M
4,,3524,"Gorman, Denis","Finish Gun
03:06:04",45-49,M
4,,3525,"Kit, Law Wing","Finish Gun
03:09:54",18-39,M
4,,3526,"Beamguard, Nathan","Finish Gun
03:09:28",50-54,M
4,,3527,"Cicchini, Kevin","Finish Gun
03:07:23",18-39,M
4,,3528,"Goldblatt, Lee","Finish Gun
03:08:05",40-44,M
4,,3529,"Retamal Espejo, Mauricio","Finish Gun
03:06:25",18-39,M
4,,3530,"Cai, Zhiyuan","Finish Gun
03:08:10",45-49,M
4,,3531,"Troy, Alec","Finish Gun
03:09:43",18-39,M
4,,3532,"Georgiev, Sibin","Finish Gun
03:10:04",40-44,M
4,,3533,"Flores, Cris","Finish Gun
03:07:27",45-49,M
4,,3534,"Parada Pérez, Sergio","Finish Gun
03:12:59",18-39,M
4,,3535,"Borgogni, Filippo","Finish Gun
03:10:56",45-49,M
4,,3536,"Schafer, Charles","Finish Gun
03:07:15",18-39,M
4,,3537,"Broom, Jamie","Finish Gun
03:06:33",18-39,M
4,,3538,"Kennett, Michael","Finish Gun
03:13:07",40-44,M
4,,3539,"O'Neill, Conor","Finish Gun
03:06:18",45-49,M
4,,3540,"Lagoe, Dan","Finish Gun
03:09:43",18-39,M
4,,3541,"Doyle, Kevin","Finish Gun
03:10:10",55-59,M
4,,3542,"Veilleux, Mike","Finish Gun
03:11:14",45-49,M
4,,3543,"Mutteloke, Dustin","Finish Gun
03:07:25",45-49,M
4,,3544,"Piorno Sáenz-Torre, David","Finish Gun
03:12:33",45-49,M
4,,3545,"O'Donnell, Raymond","Finish Gun
03:06:47",18-39,M
4,,3546,"Rojas, Daniel","Finish Gun
03:06:41",40-44,M
4,,3547,"Mclaughlin, Daniel","Finish Gun
03:10:35",18-39,M
4,,3548,"Pufall, Matthew","Finish Gun
03:12:10",40-44,M
4,,3549,"Celestin Devendra, Benedict","Finish Gun
03:06:41",40-44,M
4,,3550,"Arens, Ryan","Finish Gun
03:10:25",45-49,M
4,,3551,"Thannil, Sarayut","Finish Gun
03:10:08",18-39,M
4,,3552,"Prokop, Todd","Finish Gun
03:08:39",18-39,M
4,,3553,"Wan, Yi","Finish Gun
03:12:33",50-54,M
4,,3554,"Mcconahy, Jared","Finish Gun
03:12:29",18-39,M
4,,3555,"Newman, Mark","Finish Gun
03:07:24",50-54,M
4,,3556,"Manzi, Michael","Finish Gun
03:08:28",50-54,M
4,,3557,"Silva, Francisco","Finish Gun
03:09:56",45-49,M
4,,3558,"Thurman, Ben","Finish Gun
03:06:29",18-39,M
4,,3559,"Nadeau, Francis","Finish Gun
03:08:53",45-49,M
4,,3560,"Mcadoo, Joshua","Finish Gun
03:11:50",18-39,M
4,,3561,"Hooft, Victor","Finish Gun
03:10:57",18-39,M
4,,3562,"Cannon, Charles","Finish Gun
03:10:36",40-44,M
4,,3563,"Chen, Yong Chuang","Finish Gun
03:12:12",50-54,M
4,,3564,"Defour, Akil","Finish Gun
03:09:12",40-44,M
4,,3565,"Cothenet, Paul","Finish Gun
03:12:14",18-39,M
4,,3566,"Kobayashi, Minoru","Finish Gun
03:07:12",18-39,M
4,,3567,"Zeitvogel, Luca","Finish Gun
03:08:36",18-39,M
4,,3568,"Gomez, Rodrigo","Finish Gun
03:13:38",18-39,M
4,,3569,"Marin, Yves","Finish Gun
03:11:48",18-39,M
4,,3570,"Nott, Todd","Finish Gun
03:07:09",55-59,M
4,,3571,"Freve, Jean-Philippe","Finish Gun
03:12:44",50-54,M
4,,3572,"George, Nick","Finish Gun
03:07:53",18-39,M
4,,3573,"Bryson, Ian","Finish Gun
03:08:09",45-49,M
4,,3574,"Ibarra Camargo, Oscar","Finish Gun
03:09:06",40-44,M
4,,3575,"Ng, Hayden","Finish Gun
03:07:14",18-39,M
4,,3576,"Trippett, Kevin","Finish Gun
03:10:16",50-54,M
4,,3577,"Souza, Edvaldo","Finish Gun
03:08:46",60-64,M
4,,3578,"Song, Chuanfeng","Finish Gun
03:08:40",55-59,M
4,,3579,"Miranda, Sergio","Finish Gun
03:11:20",60-64,M
4,,3580,"Brayley, Chris","Finish Gun
03:09:55",18-39,M
4,,3581,"King, Aaron","Finish Gun
03:12:26",40-44,M
4,,3582,"Kanto, Ryan","Finish Gun
03:14:26",40-44,M
4,,3583,"Johns, Nathanael","Finish Gun
03:08:58",18-39,M
4,,3584,"Smith, Colin","Finish Gun
03:11:05",18-39,M
4,,3585,"Goh, Eujin","Finish Gun
03:13:51",45-49,M
4,,3586,"Willmann, Dalton","Finish Gun
03:07:43",18-39,M
4,,3587,"Stills, Jambaar","Finish Gun
03:09:39",18-39,M
4,,3588,"Moraes, Josénielson","Finish Gun
03:09:45",50-54,M
4,,3589,"Tabbal, Nabil","Finish Gun
03:09:53",40-44,M
4,,3590,"Hoffman, William","Finish Gun
03:06:48",50-54,M
4,,3591,"Tremblay, Frederic","Finish Gun
03:14:39",45-49,M
4,,3592,"Calderon, Gustavo","Finish Gun
03:11:49",40-44,M
4,,3593,"Carvalho, Pedro","Finish Gun
03:06:55",45-49,M
4,,3594,"Kositpantawong, Narongdet","Finish Gun
03:06:43",40-44,M
4,,3595,"Williams, Alun","Finish Gun
03:07:05",45-49,M
4,,3596,"Lukefahr, Nathaniel","Finish Gun
03:11:14",40-44,M
4,,3597,"Mack, Peter","Finish Gun
03:06:56",40-44,M
4,,3598,"May, Shane","Finish Gun
03:11:16",45-49,M
4,,3599,"Mayer, Timothy","Finish Gun
03:09:58",45-49,M
4,,3600,"Bedard, Shawn","Finish Gun
03:11:57",45-49,M
4,,3601,"Brown, Darryl","Finish Gun
03:06:53",40-44,M
4,,3602,"Schulz, Brian","Finish Gun
03:06:48",18-39,M
4,,3603,"Garcia, Antonio","Finish Gun
03:06:56",45-49,M
4,,3604,"Malone, Brendan","Finish Gun
03:15:27",40-44,M
4,,3605,"Hutchison, Oliver","Finish Gun
03:08:39",18-39,M
4,,3606,"Duvelle, Remy","Finish Gun
03:09:25",18-39,M
4,,3607,"Mclaughlin, Stephen","Finish Gun
03:12:57",18-39,M
4,,3608,"Hennen, Adam","Finish Gun
03:11:53",40-44,M
4,,3609,"Robinson, Tony","Finish Gun
03:09:56",18-39,M
4,,3610,"Carmona, Rafael","Finish Gun
03:13:11",45-49,M
4,,3611,"Bushnell, Charles","Finish Gun
03:09:39",18-39,M
4,,3612,"Krause, Ben","Finish Gun
03:11:25",18-39,M
4,,3613,"Stevens, Dustin","Finish Gun
03:12:48",18-39,M
4,,3614,"Sawers, Greg","Finish Gun
03:10:42",40-44,M
4,,3615,"Maclennan, David","Finish Gun
03:09:15",60-64,M
4,,3616,"Ferrero Ortega, Julián","Finish Gun
03:10:34",18-39,M
4,,3617,"Scharnberg, Mark","Finish Gun
03:11:46",45-49,M
4,,3618,"Hunter, Laurence","Finish Gun
03:09:54",18-39,M
4,,3619,"Mcjunkin, Jeremy","Finish Gun
03:10:45",40-44,M
4,,3620,"Wolfe, Trevor","Finish Gun
03:11:35",18-39,M
4,,3621,"Macedo, Bruno","Finish Gun
03:11:22",18-39,M
4,,3622,"Robertson, Adam","Finish Gun
03:07:16",40-44,M
4,,3623,"Harkov, Ari","Finish Gun
03:12:03",40-44,M
4,,3624,"Whitney, Ken","Finish Gun
03:09:41",18-39,M
4,,3625,"Korfhage, Mike","Finish Gun
03:12:39",50-54,M
4,,3626,"Byard, Todd","Finish Gun
03:12:56",18-39,M
4,,3627,"Antunes, Christopher","Finish Gun
03:07:03",40-44,M
4,,3628,"Dulay, Brad","Finish Gun
03:07:43",18-39,M
4,,3629,"Balzarotti, Andrea","Finish Gun
03:11:43",18-39,M
4,,3630,"Mcasey, Joe","Finish Gun
03:07:39",18-39,M
4,,3631,"Cross, Reginald","Finish Gun
03:11:09",45-49,M
4,,3632,"Bordoni, Michael","Finish Gun
03:08:37",40-44,M
4,,3633,"Clay, Thatcher","Finish Gun
03:11:49",18-39,M
4,,3634,"Flores, Mark","Finish Gun
03:13:54",55-59,M
4,,3635,"Pupyrev, Sergey","Finish Gun
03:10:05",40-44,M
4,,3636,"Hwang, Inyub","Finish Gun
03:08:42",45-49,M
4,,3637,"Totten, Douglas","Finish Gun
03:08:58",18-39,M
4,,3638,"Lotaut, Geoffrey","Finish Gun
03:10:47",18-39,M
4,,3639,"Le, Albert","Finish Gun
03:10:47",18-39,M
4,,3640,"Riveros, Rodrigo","Finish Gun
03:08:26",40-44,M
4,,3641,"Scotland, David","Finish Gun
03:07:08",40-44,M
4,,3642,"Szoch, Karol","Finish Gun
03:07:40",18-39,M
4,,3643,"Kupper, Daniel","Finish Gun
03:07:40",18-39,M
4,,3644,"Bohling, John","Finish Gun
03:10:53",45-49,M
4,,3645,"Harris, Paul","Finish Gun
03:12:20",45-49,M
4,,3646,"Robertson, Paul","Finish Gun
03:12:20",50-54,M
4,,3647,"Wang, Guanyu","Finish Gun
03:09:33",18-39,M
4,,3648,"Alavi, Mani","Finish Gun
03:08:10",45-49,M
4,,3649,"Victoria Bautista, Raul","Finish Gun
03:08:40",45-49,M
4,,3650,"Akande, Ayodeji","Finish Gun
03:13:00",45-49,M
4,,3651,"Silen, Roman","Finish Gun
03:07:44",18-39,M
4,,3652,"Conder, Richard","Finish Gun
03:12:10",40-44,M
4,,3653,"Garrison, Tommy","Finish Gun
03:13:30",40-44,M
4,,3654,"Concha Jr, Santiago","Finish Gun
03:07:19",18-39,M
4,,3655,"Geiszler, Brian","Finish Gun
03:12:43",45-49,M
4,,3656,"Hefti, Gian-Franco","Finish Gun
03:07:06",50-54,M
4,,3657,"Radice, Tommaso","Finish Gun
03:10:43",18-39,M
4,,3658,"Davis, Josh","Finish Gun
03:09:08",18-39,M
4,,3659,"Kajstura, Tymoteusz","Finish Gun
03:11:44",18-39,M
4,,3660,"Korenc, Jakob","Finish Gun
03:07:05",40-44,M
4,,3661,"Cornick, Drew","Finish Gun
03:11:32",18-39,M
4,,3662,"Beard, Daniel","Finish Gun
03:07:27",40-44,M
4,,3663,"Morais, João","Finish Gun
03:10:53",50-54,M
4,,3664,"Iovanisci, Joe","Finish Gun
03:16:22",50-54,M
4,,3665,"Montero León, Raul","Finish Gun
03:07:42",50-54,M
4,,3666,"Timm, Dean","Finish Gun
03:13:03",18-39,M
4,,3667,"Flood, Peter","Finish Gun
03:09:36",18-39,M
4,,3668,"Oll, Indrek","Finish Gun
03:08:58",45-49,M
4,,3669,"Rutgers, Stephen","Finish Gun
03:11:46",18-39,M
4,,3670,"Greenberg, Lee","Finish Gun
03:14:10",40-44,M
4,,3671,"Mcnamara, Michael","Finish Gun
03:08:48",40-44,M
4,,3672,"Martin, Charlie","Finish Gun
03:08:53",18-39,M
4,,3673,"Lakdawala, Neal","Finish Gun
03:12:22",45-49,M
4,,3674,"Whiteford, Craig","Finish Gun
03:10:17",55-59,M
4,,3675,"Doherty, Lance","Finish Gun
03:15:28",45-49,M
4,,3676,"Beebe, Tanner","Finish Gun
03:07:59",18-39,M
4,,3677,"Mcclelland, Brian","Finish Gun
03:07:31",40-44,M
4,,3678,"Nagel, Alexandre","Finish Gun
03:11:03",45-49,M
4,,3679,"Lee, Todd","Finish Gun
03:13:29",45-49,M
4,,3680,"Humble, Ryan","Finish Gun
03:10:08",18-39,M
4,,3681,"Koch, Ethan","Finish Gun
03:08:22",18-39,M
4,,3682,"Isabel, Dominic","Finish Gun
03:07:54",45-49,M
4,,3683,"Siegel, Benjamin","Finish Gun
03:13:25",40-44,M
4,,3684,"Guo, Shan","Finish Gun
03:08:47",50-54,M
4,,3685,"Hutchins, Daniel","Finish Gun
03:11:16",45-49,M
4,,3686,"Kittivanichkulkrai, Dan","Finish Gun
03:15:41",40-44,M
4,,3687,"Jamet, Vincent","Finish Gun
03:08:50",45-49,M
4,,3688,"Marker, Stuart","Finish Gun
03:10:42",50-54,M
4,,3689,"Kozakura, Tetsu","Finish Gun
03:07:30",40-44,M
4,,3690,"Montgomery, Christopher","Finish Gun
03:09:21",45-49,M
4,,3691,"Yu, Michael","Finish Gun
03:14:00",50-54,M
4,,3692,"Sulkowski, Adam","Finish Gun
03:12:15",45-49,M
4,,3693,"Morgan, Alex","Finish Gun
03:09:23",18-39,M
4,,3694,"Jellyman, Richard","Finish Gun
03:10:31",18-39,M
4,,3695,"Digges, James","Finish Gun
03:10:12",40-44,M
4,,3696,"Whitehead, Christopher","Finish Gun
03:10:48",40-44,M
4,,3697,"Hajji, Yahia","Finish Gun
03:08:22",45-49,M
4,,3698,"Adelman, Dan","Finish Gun
03:07:35",18-39,M
4,,3699,"Berrio, Enrique","Finish Gun
03:08:10",50-54,M
4,,3700,"Ravinel, Julien","Finish Gun
03:12:24",18-39,M
4,,3701,"Stocker, Thomas","Finish Gun
03:07:51",45-49,M
4,,3702,"Boyd, Trent","Finish Gun
03:09:10",18-39,M
4,,3703,"Zavala, Abel","Finish Gun
03:08:05",45-49,M
4,,3704,"Maher, Dan","Finish Gun
03:07:33",40-44,M
4,,3705,"Gyr, Kiran","Finish Gun
03:12:23",45-49,M
4,,3706,"Arthur, Bobby","Finish Gun
03:10:44",45-49,M
4,,3707,"Mcfall, Christopher","Finish Gun
03:11:30",40-44,M
4,,3708,"Li, Chang Tai","Finish Gun
03:08:56",18-39,M
